video_id,view_count,video_size,video_length
e_Z6upbeYuc,5173063,575602742,1674
X5j69JMlbwM,636749,162313916,155
FzJjlIzZlVc,359904,25992777,246
oD3FOzQDuy0,355978,1584159639,1098
szS499UV9kw,249438,904794039,1109
J9ML-ksscvc,1168460,20395509,125
SLPs3oSZCPQ,372282,202057525,996
ap8bsb6ck78,1508608,157945420,1072
7casLyVjv1I,3212662,581065550,1730
lxBrPuEq3Vg,1211141,226558066,1026
Dn1VyFhkblE,575344,339599894,1337
bAUnbYSWWxM,714028,186872800,1020
0kBIdkDQNz0,138152,746945626,5209
MhNniYU5e3s,74013,95611890,923
7UNL-r7f4rI,593137,34699909,166
PKGPhBpAPqk,576859,761264979,628
IECpqbfskBE,176806,983415700,5931
8PSqAJ3cHMg,119373,229729874,907
a6Ypyc3snIg,323130,598585942,2328
0mCtgyAzIDM,289227,142109112,641
7dHMKCgrCpQ,433708,273369244,1328
_uMlZuXp8rM,57802,135304933,429
356sYj3zUgU,195445,697673463,485
9IaQBTYP9gQ,337457,1397880610,13833
IOvvh6YnbS8,402257,36727555,183
u1sCLhDBxJI,2000407,403666960,2164
fxYzUsSQVt0,334865,915418605,2336
MaOwB1pQRYk,43035,113004446,801
rdevAt4jbbI,626788,224905766,805
jbGRowa5tIk,6000070,36973340,20
m0YaU3WIGuc,257907,247176840,571
GpRoTn8OV9w,144354,444821959,1420
6yMrKGUQQCQ,59975,64982558,350
4NuYOK6EcA4,450148,95651294,414
nE2VgFDcWjw,84142,69646859,269
IELW-DWVOY0,1116797,145083652,629
IesQmElZlwc,262890,96712801,564
IdluYv-M7QA,359546,156122693,875
EP5tjpYzRpI,204926,18642805,174
Am35FA0UTO0,74912,88276801,524
AyXxjCA2AbU,998599,125791821,1667
dNoe75kxI4E,42487,104449094,618
6hHPrvsnZYU,142662,31488096,186
Aoc4Asd-Aoo,39712,707659452,2333
B5o1vT2oYI8,383562,981955189,617
4nZkhd-F0p4,67005,14448463,79
UDo-26nUTvA,104696,31023078,139
4KWGIv3aO9c,228904,343264861,1501
XDPLkSA3s-c,88811,74476168,241
4EfM6rPmxow,1191834,13439321,182
q2l-pTt83PA,105232,2851718961,11095
V8JxthXkbDw,319090,74932367,507
xDfF05f5aVY,149885,2612483683,18930
mJsep7UTzO8,110116,1042036946,1650
ybLnytxSK1o,161413,46063363,340
GYWRtQ6mdh8,1055892,437329227,406
FV3yRAWf-5A,239685,56829905,288
6Ar_ZXQTZok,107685,205867740,1030
7XwG0tICIBc,62145,24437784,122
gHyZM6h0Kxc,46518,964820944,628
7LyJQF383Nw,1216668,711030916,3195
mdP1jCsnwcg,80275,1602452129,1262
TcQOOl5secc,152151,191095114,568
-yNW0bl51WQ,45616,236398130,630
SjVz55z3fg0,514186,168333676,603
FnepEuRNyqY,256430,53679616,296
rbxkpLhyZII,1254749,432057278,1674
9V7Z9-wOGiw,23846,17917657,99
wWr8sykI6wE,42947,299682343,1346
Tn1RhUnTidc,26319,240808913,770
PMdK7DjfaXY,119114,310588575,717
VKjd8Ikd6rA,241386,206573023,1286
zMR7j8ew7H4,30585,649951981,3912
-dK577E_-Wg,475365,11444619,79
hufEcbp8Dr4,377094,124004384,850
kUO1K9xspS4,314209,123282636,425
AlxTGSdbmDw,94679,10552699,34
P77OIsKHASA,194482,43748768,137
31u7FA1M6bU,718807,40718694,133
2MfvRmLxNK8,141679,23565263,15
-ucJGToaCLI,88283,95278503,528
Mw8sSbhNNds,58987,46847298,313
4e6_s7vhRc8,36664,1500544971,8855
SQG9QraXYSE,42902,9978249,160
-1t19y-4opA,100829,691400083,3197
zrsBjYukE8s,3433885,406388613,257
EHqp4jJ5joY,133832,955463482,1928
bISK0_HFNTY,218092,353846546,1393
NJKHRjPmffw,144454,100347157,603
GvCGSnWban8,59187,27142061,451
jAZgm1eBBio,25755,204549480,983
Puab7RtdhPU,568744,302310785,800
b3OguAIH1K8,326823,331649816,840
Vz7eRgceRpI,168429,520202650,1062
xudogRI-z9k,125700,288566156,729
a7tho-35Kgo,82719,403575836,2147
7xlH5JEehYQ,308708,5815115717,3359
39ZUYKQ44Sk,33055,163123768,519
vmnupL-18O4,60288,224342717,441
rkXvD-oimfA,34170,89269888,401
4MrjCQcUAVM,97980,884712402,7141
2avPJ9TZNmU,2228821,50420880,219
F1Ozed3hCws,427595,939577381,3889
K_dh1_3W-BU,200450,92460200,237
JyW_nE_xkrs,32813,410789256,1331
5swWJVZEHu0,209686,761893592,1351
8eEVhKYZpGo,94864,156906511,762
Ri4nLJtNdcU,141032,249446459,693
X95XLzR3msk,524633,219854815,683
LbZM_n5x5wU,192185,95965997,846
5k3kMlqJhbs,420129,1745229958,6816
60hpB52PhxI,117478,736360553,1283
wmcE7kYrhjk,506298,178581200,665
dXGwELj07LM,93365,35837545,215
2yEI8WcEyew,1402379,30260761,121
g4wvUmai0-o,2271729,80928442,369
nDw8OyCjsYs,360727,464049830,1185
XwtkvwMeNIc,30163,2910603754,9424
UlmiB9uV_Ps,296265,31368695,153
liOfM_3gUmY,319274,445816404,317
9g14y-VHJH4,104350,460037042,1929
sDDZbFXgGLY,320468,610153168,1215
0Wev-LSaAYA,40357,332496189,2371
dUVbOzJd6kQ,113029,7428295,106
8DtN6hEp0ek,45913,379555613,711
b3-a6RVUOmI,244324,1985245,23
fdTmakz_17U,95930,368743932,1090
S7JzAMAj5ZY,270548,33855283,190
ll6_az9VIMY,43845,15101791,453
N5dcep5DSwQ,63468,272452682,898
n2x3Qj2mY7M,157938,69205759,289
SjpqiYN9Xbg,199430,122572881,386
98ZzoUbrSek,429124,1155224433,3748
XJ15lyCoIwI,68921,380055210,1500
R_SNddsqWdc,413386,125820769,601
WUrCajc7fTw,87530,114302452,533
fgY_quSr4n4,86666,655486970,835
BrBzSCsmYjQ,45334,70041592,240
ALM-Nh2__qM,255008,977818787,1208
Te12R7t9K7U,103667,363036159,1768
MkJefiH6yiQ,82674,153341653,623
-we8JLQnOrM,151744,44121859,194
USkUcPnpfgY,77760,412409319,2834
JQs20Aha2vg,2637521,572508787,3257
Ju0FT9otOTw,39337,533639689,894
0SHmCIzoBFY,130051,24549866,243
VNMx-tZ6TwE,54161,855825901,3375
2kdZDe0Fxws,84974,94581746,420
8zHpaEBog-I,73438,541141039,1799
MZDRqIdVKbg,95358,800360393,1598
yO_jhyO4iEA,206808,30744360,313
IMemwZ7giuc,604529,1592260082,7482
Xf3TJXa_1Mg,33359,219010643,725
vuVPvne8eoA,561359,542831517,640
Z3s0YK3mZxo,296856,172652186,638
B6PHkL7pCVE,222715,210701243,907
9VzYh2OqJzc,738664,409396968,1419
NtoTSDVlBPA,453150,376436389,1342
pGAs-5lFFCk,492029,395692916,3404
uiq9uf50QkU,135831,10407495,88
6TkKbEOJ3lo,661366,181450352,695
p16peFiaQhE,369462,97109037,685
FtoLYbjk1N8,133465,770384051,1707
sAFv9iRMUWE,148374,328844018,1293
aomoYcBADg4,49704,232222570,480
7A6pIsAUtPc,363948,1038588143,4678
Ou5ksu78utU,267945,52977161,218
JW8GQfT5cNU,81049,124792159,688
Do51eJowSyg,872005,1887352768,1556
jdQf3FKu62s,1568288,1202643141,1014
DRH78MnCHXQ,626350,190360615,632
TagdYUotn-Q,1946231,3931685423,19790
zF3PSUfRQU0,223844,368760622,346
87Dp1kUvzl4,392041,157198643,724
YLBqwyYJNAk,219750,143396584,909
rKbGMg0kIbM,798195,68998054,375
brm8IWWz1fA,697740,60991276,245
zj88NMek9HI,205978,992249664,3480
e2L-GifXLB4,470206,5419538615,3344
QT9jH2eZHV4,852534,252852819,1581
hKGHSoDLDI4,642149,1304874349,1802
8qP024te1Qw,103337,572083096,3601
asx60b8UFO0,295258,157844338,687
W9reOmVwNsU,511079,138485930,754
c6meisNKqzY,106651,204785009,605
-d6pmlEBwoM,659766,125937732,772
uyhPo1u9QPI,1213361,372097028,1427
hdSEqeuJFzw,926191,103246328,688
IIUWlk_vceU,64727,849185252,3471
3caA2Qs6yqg,169597,365557964,1707
xz4Cu1Xdv2c,430703,634949191,2257
cubkqIevgRc,49440,146612086,726
xCzB64wdgFw,265140,1319199263,869
Id7ro8GHUf4,485920,480172658,3268
RgrMR7or_wQ,46367,157779290,643
5hi4zXw1BK4,582028,399951018,1815
MyGF8mFDMeI,1948626,460280803,3463
D1mE_zw07xU,33317,135847939,627
R88K5gRfuuo,31395,95385754,721
mmbNz8u3Ys0,210294,866195273,8706
-Ao4tBAm4jI,277521,70710113,288
c_Z0dNcCJmg,51879,53198808,197
ZHUHV-5FhM0,984558,41758241,248
u2IHQjoLIVo,69846,317841956,1823
fZuAL_61wSM,85964,592769459,1866
MAW0A16F02M,2250289,1063398756,7174
Z3EIMIJXfXs,223936,192194088,600
tUaHVxAALM4,74649,105316447,545
WwU3tgt9pFk,55099,300961396,633
Jy4TWvCq89s,38136,624253850,1111
OKOK7MeX8NE,59444,72125387,734
NtGes9PcFds,485644,145321942,735
tnuq8f01EUU,85797,173419463,915
ggqBrrobSDU,260762,75258852,273
a2uf8Pl0vI8,229007,473327010,3996
Nloga9KB9GE,161982,4357697850,21648
PHBIUcIQ1BE,154455,29136907,66
58qJgjb0jmI,333786,254654101,1227
qb3gO7oFQq4,22752,65985408,536
ZMxq4TLWFeM,110494,53209666,225
tXd45zF9wMs,932708,558389001,1478
BhUCTWZ5wTM,136145,67278632,399
tWmy-2SAwiA,36470,55287833,265
I6DAgOuJTd0,486497,67604547,607
JBdhmUCGm8w,58605,24227022,120
eUu8Q3cRUN4,213569,2023663425,14575
jt7c7jy4tFI,24998,23548808,146
tfoCqB-SE08,144157,153700694,615
PDVq7ilwUXA,95957,140279657,432
cih3MCSE8Dw,31261,66414543,221
QyaXh8tf0HY,58835,1952265727,12918
nPI5NnMmFx8,48207,65593565,510
I7HOcnKC0bI,274501,195133229,1171
FRXe4saq1pM,41029,50626992,326
I-kOOlhHLjI,106069,1053574804,7086
Hv5iz09ZaZ4,327704,73704253,182
USDFeecpEPg,29791,90066450,403
_yrPFR4x5g4,426411,104951966,2301
2Vdx7fZgdh4,74080,170846901,650
lngJFa9y-C8,170986,419727077,1117
BYVCRkXGSq4,138948,33467584,16
vJNZx4hEX2Q,105428,524548560,857
0E-2-lGqiHY,967508,5277162,48
80xrqh3hTUY,29770,1785936646,611
4phq2I4BYV4,91658,143425535,602
dTyh9-Lc0gY,56644,176496661,836
0-ofhOAWARk,128030,84314390,532
JCu9IenpS2c,72790,110918051,503
FoSo7F9B18s,20335,452979157,1715
qp-PQ-iSU_c,42971,686593708,439
rV-O8cbpfvs,89348,83496371,374
u1fxggnC_bU,25785,204653749,3268
ynAFT2th3wg,44081,116402854,600
gQOyh4xd1qo,21046,645183310,2252
oBcWwi71VGY,30045,436450115,1672
-OVO8ZJ-IpI,92104,46703536,207
fh2tdvM_D-Y,159205,12766886,121
suOmP3NCyYI,192135,109702204,492
sQUpsx-wdI8,267846,44095525,508
tBNcnMK312c,26066,59665765,249
WUT-L5tlSg8,55530,1908907649,1847
lDdDGtXfHi4,308247,119558407,761
idVoJPlxEj8,92435,366445069,1372
cAg7fee_uCw,379015,302607649,792
5tSeIAJ7mlo,116123,364193648,602
ixxl5qts7HQ,44303,218572394,655
WsfQkBfQiMQ,42253,98482010,272
TbcWS9UzeoI,172456,243760542,1043
ArYlvBGI5Vk,294513,21172346,145
M918S_t7CLA,135224,132223035,753
sdqQ2K36aDk,85941,4220079688,1952
Pk2hdZd0qEk,322551,150000946,652
cNxMIc57yGE,31809,38873234,331
as4pwgMtBkA,29281,3231582325,985
Na070NAUy3Y,146743,45361621,197
Zx9pWB9uKrg,73447,661857956,1348
nUwTnJ8yFXY,1100466,270116620,189
2ntvsTZDzEU,742654,27679847,207
JpqebZomcMc,981945,1769935766,9068
emKf7XOdS4c,2228152,327197736,1909
skFNJ3tB67M,1820207,9966296943,6801
OlCalYAWU58,388314,348274603,282
tqYpehwPWAU,585215,156347690,658
cH__mlmhNzc,212951,121810447,1613
FylNbcL87sM,122016,9117076,98
7xvmA4L4ZDo,928553,378951583,1346
obV0Qca_lFc,100829,273686091,701
nyzhtvtJWDQ,3964142,301738947,217
-4TNQajaRg8,77816,93926080,506
9irNXnJXgnw,82720,184589902,1088
cP2FAOhGM3w,108131,1055365142,8785
YLgXu1MpKX8,288632,278696470,1005
8iYGnrtGtzo,213100,37627803,185
swDyjZ5dW0g,406876,1167029678,10305
QmcS1nBxxPc,440654,44170847,176
wR9Y_R-LNak,171185,183788203,606
tScgHrNnJLs,469975,58551936,274
f8BgqvqjC-s,310064,238218503,1776
ge5uzcI2Y60,200618,692085580,2320
NRK-vTNdRMA,203272,2378641137,1341
JFm7YDVlqnI,3498886,42206747,301
-O36v2ULN9w,1836528,65464444,225
7Az6Wj6TYJI,543375,1125123927,5325
euiSHuaw6Q4,2234873,5890643,48
aS1no1myeTM,2829452,59417631,223
83HTUF1YyAo,56164,11786204,138
HMXv2zvVkEU,1013475,1146495178,10245
jgVp1mJ3gmc,258968,110130551,348
-13zaPpFfSs,193935,50305540,243
0z4tHw4HhvU,156216,147052715,1307
I01Kxx1-egQ,25904,269166665,650
YcsYItr1vZQ,164536,69508729,307
3akbNdKmkWg,95361,170874674,757
g2o5PsKN2WU,723459,61862896,386
fi_EPFioeio,35383,78624077,335
A5V7XLXQ-64,42544,16713100,228
B8pOxMf2Tts,312939,175852575,652
NxrCHF-1qrg,56286,318621420,936
qlcu5nvgyPg,45777,75319538,285
Y_JZCKJvETg,482373,4976577589,34375
uGX2ZOBBa-I,351682,480561651,1261
bH5l5ID5Js4,58235,839568320,964
_w8GTOQ_2Po,169124,89876410,352
iOgCTSzRcuM,65267,177508166,732
u1hWOmtzgSI,82832,267147732,1135
EIzazUv2gtI,5550635,22921936,165
zHPTsFJiUE8,116019,20856993,197
coYq1W_cDdE,47814,21374573,67
aDQH1vERg0w,70140,1834797156,12467
BRelAzijgLI,61441,307352220,639
nW4jvS1IQk8,226040,146939441,737
_9OWbd9MzxQ,44382,20589606,224
PDNupN42gxg,59352,15274605,203
e2dFBmqDKZs,70980,545087523,1048
llkk9Yprq6k,32288,103742067,634
UwLJfRCL5KM,386879,71752407,1179
j74xVrcwzH4,56098,74663032,246
5xd9lQ0G78Q,224332,34415125,144
WAp4cCXJftk,45479,14680209,153
QValZD9AspI,22508,29633470,131
sqjQjJEaXMM,182080,351237190,642
aiJiGM4_cP8,31431,250477125,997
uTNkdg1EijI,43486,198679646,1225
X8nuEZg_8zQ,47105,34136459,182
2M4GyzfMCvk,29364,27460270,132
m-48DPnAprQ,27969,61799590,335
H2B6LgoRxHU,31386,72016270,602
kaDcFJZO2iQ,39536,654162340,1206
I6lzadF2hvc,37250,227511874,1238
vaSmwqFL4aA,30667,319050223,1452
l3kGqSB-4BA,180438,3807352847,2284
wMNgdK7ssDA,82315,10465011043,26030
dANJlolAYyA,831929,42477474,224
OplU67FMw5U,446227,72210771,306
hz9_jkrrptU,3627089,46370399,30
OmVd3DqTMVM,65602,39652399,330
Ms0QDme-azY,180153,29874562,200
JnlpKPRj83E,65667,64335336,352
CgLFPiCgUqk,30026,2782874901,8525
ALijrynuRZo,52537,5957222922,3221
XrQ7PDu9jOA,31082,216100121,2562
dMM51w8LMRY,30225,2792296507,8920
9vLKT0yxtWo,50888,212407236,842
xtEpl84UvE8,95451,796460991,485
4T6Woo_RjjU,395928,110827267,660
hB6RfFImpU4,79533,211341055,1021
PHp_tLMWjc4,149165,527526747,587
IzZ3ScVX1yY,226828,317009129,651
DN4-dkHxgNY,61359,2584701524,2104
WM5YpMOyLuQ,256457,83347850,540
3P6HTq7C_nw,517002,94402738,639
cnHiDSBS43I,309821,622201624,2262
JX3OU5weSOQ,1218268,37620834,154
_3MsWAE_xIs,35241,669640710,1192
6-3xe6nusms,139463,42342466,719
t0EMfvrEALw,35875,1907563434,8806
gA0BSndI2Uw,230441,617966934,6354
SoP1a7DFpXY,395525,169850229,969
X_Bcx-neLlg,155701,22618260,96
rspOPAPqT-M,207027,320932308,1163
VuRPzmv1WLo,306149,131409311,709
ZQgSFBIKjvE,35442,707249748,2058
Wk7oTzyAvk4,76219,383377178,2844
b1ZN8YDd7Z8,36653,190814261,765
e26XUqK6llE,191483,166719495,592
O5_30zlTNAQ,65617,214802411,989
BmXqQDYMrqA,169642,113779505,565
6OzYOERHGeA,268431,207416016,904
qP7g7XZHCdE,319216,37516918,175
h_Hjoq5RKPo,89606,88252395,437
Ywpc1YsEdxQ,206721,115558450,600
H6mZxDUYsIM,1729638,110719009,753
iSr3-XxzMWg,4486623,559202488,1699
Xv3GHOupSbA,2724118,719389896,4466
SqKotztzZnU,1781659,430573054,2429
8uRmGWwsHrQ,1283340,880414137,1328
ECWMECRwRQc,1335826,73959178,339
pn-25Zcxtqc,1626202,3977827005,19730
xiwoiS8dtoE,1047260,430318617,3434
MtNc0KiHRyg,521839,44921061,198
2dGOjZgX9eU,32676,57064801,219
mdmts4koEUA,146553,635265635,2288
61PFA6g3-qQ,551636,40509573,141
3ZDgAc_9rlc,229466,684276050,1965
vQdTwY2jKAQ,125820,30452039,172
sVo9hLsVLIM,33282,39188692,351
7dB1at6cOOg,298477,1019697797,5115
DelgxS4AHKE,1132285,835714775,653
HH8RVX5Dj9w,152796,504523530,275
gvZqYq6Pkaw,60852,11046746,53
guA2ZGvZeLk,221321,210718139,1783
VvVk-VaA3nw,1036694,4334277074,18360
efC6N9Xz-_k,169828,73011548,327
u4i3LCX_Ino,40755,128073878,635
ZjNcDnDzLpM,380364,2762163,10
0sHmyrvkync,56027,973890342,2460
2D1VPt2HJyw,352243,89687563,541
4pQa90RUL5c,124412,34141535,356
WYHzQExWGGc,202787,403541843,276
xFP0X8nujlQ,460641,388579511,1475
-PBEfkGI8HQ,171681,851079647,406
G_F3OSVrLn8,24380,1822385972,854
884WYQnsW8U,52886,80393875,575
zSJez-7fwWY,153599,46381889,611
F1gtbakLefg,207166,1408926666,1208
akMEHLaIwhs,150224,251539433,1210
gLJMjlpybCQ,647536,4988939865,29675
5bvz8HLYvg8,62723,1269587130,4875
3Tse9LgRtZQ,66206,35321159,640
NxA6_AnXrgc,128906,7046506454,4281
-0yK30x6EtQ,330246,1180810216,2526
4i3m3bRnGs8,220567,4043118536,11363
higAiN9qvbc,115067,177846564,745
Jg0wN8YwdqE,571001,85276608,359
HKZ4SCstc_g,230812,246396233,248
lqGdwmR5F10,239879,204652558,615
1-o42q7yjA4,409339,2777994,18
wmUQlcFhe2U,116557,455111842,956
gbm9tZtKGFo,111175,774835437,775
qpEiFpcqTpg,307529,262234449,602
g1TZHivwIvM,173803,26163440,265
uabaO8T9yrs,93486,873094419,633
UkxbsgkIBl8,320499,228233329,312
-BbdikdO0zE,77551,1654150894,12485
_DmXnlADj1U,467429,31699088,251
euoaLTWsm70,43551,1952402119,603
j-XjdfrUFO8,67428,47871720,320
lg8jalvXO9Y,42978,69169795,288
0e1pYKeSHyM,27841,11952832,145
pJJLqCg_ulc,110196,123768326,924
PXXXIt90kvA,67882,23139910,145
Z3URycs7Cls,25218,155211859,615
oWDPAFghyq4,109735,1188757078,845
-UzOv6O979s,255951,431436084,1269
jZCey8toE5w,19341,382624534,1933
E3tCHMagPOY,2025317,35918326,257
u7QuzBwakzI,46445,151630209,617
3GpJumz2jbI,336130,70330109,899
-ywbGX3DzRk,58717,78669970,447
x7j6coepYrM,45641,99359903,305
zQUFUV4S9Kk,237724,48763900,193
1obXzU3QmXM,154287,83197542,524
gzBT0_bjUNA,71166,27070593,177
qDFjsMFojzs,1801153,400750028,1271
qufVqUTtdWY,83808,337385805,1140
I8phLcoxD2E,23843,151624234,619
tCYTKvzrUug,47458,521403038,4185
PGwqN0hJsc4,923107,156035567,603
vZA5heWazIQ,3088191,41359805,175
4Wygk4zFTno,51162,602353679,657
tRBqSuWFGUQ,29365,3830527507,34420
rd4eUtCHalo,85031,465999823,226
RYXPKCbPYmU,690723,148660752,970
acJ1Yc_Pp_w,29512,1318453709,608
lT4zx9kboe8,27165,531543644,1543
vyuFnbmlMy4,45564,125050227,663
pKG11Xg6X2s,38494,208473233,715
71BL_viobDc,40827,191387696,626
0BJyKCZ2OzM,64290,60553686,396
gTQyqRAFfI4,28502,83396242,438
SgT6U2l7yG8,79261,331086460,881
AJOr1LcSa40,22686,2721301188,7185
w9-uSlo79UA,154201,52443504,210
WmZOi-iyQcM,106314,217056010,601
ORgERTx0TdY,40338,88954242,513
am9vGfeuFX8,50362,784471484,1809
PzCU0bPCDtU,126154,215569537,1223
qtNEuFeWo9U,36439,714484149,2245
tr_nzWmU68s,145195,2569572242,7860
H5GcnkW8Zbg,75089,211126551,890
xKScHmLpjTA,169667,3134160581,1671
2hH5gW7MPQY,100205,173358333,687
vx5seP4VMhQ,24762,2960991342,9220
vLzAAIMNMy4,77442,79953956,323
0mAyWm7sPgQ,187964,194154577,622
pndzlTb5Nxk,29070,2457042716,8630
-puKeuBRhPQ,30081,70261140,734
Jp-UblysgGU,268492,30021175,189
LFsnyffqQY0,149551,319041264,1092
qEXcz-6wgjs,211881,347953658,1378
L2tuFYR5uc8,193096,25390393,91
DvSyVZ77cK4,299475,27758319,168
TTfMGDByPiI,192542,189259158,972
o60-IUQ186o,253902,32100823,335
JqzJjenFaf4,743241,253188412,1536
NtKU9AwdPb4,747307,146195227,1745
9q27Hcz-7QA,105995,63128773,759
dIhPKtx6Wt0,244957,143524145,821
-bCOVjvnB9I,168028,108266532,302
8DRG4ztFChQ,1121353,83249867,513
HGlm9QzT3_c,185397,115287554,608
ShytgnQTSDc,418336,108773400,556
KvDsi2U5lo4,199294,321334937,1224
0r4hhTzQ2HQ,1112021,409027125,1344
ZYEDwh3oj2g,155466,106325097,433
IXLKNzmUK2s,204139,149542856,1062
a1WaijvIoh8,63197,292798538,1647
2xLLT_-dnt0,170571,79412262,539
BasFU_5sGnE,245243,130914094,678
hn54j74WeKA,119607,153479405,611
6b5EoY8Qo7w,36261,131887308,858
gPCY1UP1Sw0,96714,295777449,1189
ro4v1PA8qco,528719,138497040,679
ud5o1n8TsYk,112358,131607404,1999
tX_g2dQtADk,91435,95504578,311
zPBtYitZYs8,353130,182348919,602
Gzg7BNFpLUA,104152,564074482,983
J_tHCXhKdIk,58708,44779851,716
JcF1mLFGku0,340496,75168756,472
P53rWtqt3XI,269083,852212142,1955
l0UN37bRYfc,445425,179112804,633
ttKYTjihqFU,28114,166022762,205
WbKsqK2a5Qo,347702,73670641,733
El2Hw6I7R3I,59302,82364250,308
VN4J4k15104,22420,8852794,127
6zO54WKhmAU,254544,49005863,306
swZE2Wc29K4,61087,155389624,1346
ASCWNdSLeMI,37641,910265023,1769
fR-S20Dn7ec,37629,11159032,96
_CjupoU0u4s,310617,3667826189,22015
NOrDc0FaE6g,29695,176309575,2928
zZJM8FRfsUM,561746,2827266150,1570
3CxsyUqWiv8,32199,142437837,955
yJWOUB0lmDw,1157493,452433636,1342
CzcglZCXgDY,122820,488345145,2285
E8fW_yEV13Q,561747,109409266,584
X70dddpwkqE,85791,3943186053,3008
auUdkncy48A,69641,908660431,3620
gRD4NowclfU,76753,668443260,2915
jWJfJsLeNq4,199331,244786102,246
0GEOWivp1Wc,43345,98716485,626
c3lyYffYhMg,165464,328279780,1804
csof8K_uwj4,394660,102640610,792
sr6eedUkBHc,762573,242952976,1442
Gg7loRJY2jM,1039860,29965654,133
W5JRZV__exg,57716,35056474,120
fbzyPya_Gpk,84297,1834066683,12854
D5oWYEfF2BQ,18252,1229020833,2516
z70aSz6BH0Y,34460,13494851,104
N43SBKgcojY,51405,69960174,504
ARd4EQX2rfs,160334,351331084,1039
RtJSI4Y28GY,171219,342316160,840
tTdqIc2s5wg,764449,3471467545,12093
vvZ3UnPwVrw,34563,127899695,633
TwYRLCxKTi0,1743214,246536325,1834
RN56ahUPdHQ,24134,867708427,2581
A5RGIZN-Ue0,35507,587294562,1116
K2COVLQsa-4,32972,109005296,507
pGbWzF5giZ0,113201,586586778,1438
6ctHk3_yguQ,501702,138278032,575
FyUlba38Y6o,86632,46552069,204
lw7gm5s3WA4,47955,83257131,1062
ropcpO-gibs,369621,101909144,750
NDRLSXwz-sw,34606,1319414080,2256
17XAUjRGiSE,82019,80008321,306
FctRkKGTaxc,2604380,35871775,112
vpHqjw5iNCU,384997,83552052,504
QhZ9DQ2pTFQ,161430,8831526,31
puTrtWmQdb8,76055,408479236,1455
sJWcxUIhoTw,162209,40264742,274
iSw4ELfdVTM,200835,2293276049,13005
ugZEjWbtrZ4,335984,1361477814,7427
ClSNTejDjVw,353709,235548063,693
wTowEKjDGkU,6620953,372333268,243
74_LprRILDw,310408,329756580,1018
GEPz69HZcos,308769,2628764937,1602
KCOUjP6ikS4,679707,64502720,116
qte6g247t5Q,710001,2517646957,2257
0uXYqKZN2YI,305644,80455106,468
26jfuGTg4gk,96828,10406179,104
TySUwo7rfH8,1180831,102202753,308
e5XUnPtIhGU,347648,2299157746,1264
XLvYO0Ugg3Y,88127,158801661,634
tBeT6dmB9oc,74132,587860334,1724
rqSjtVOfjR4,69398,1539185533,10584
0Cfq5qDGI1Q,160325,1314384034,3932
Y5oXHBhaWCA,505515,157260089,664
MZ4JGye4dQU,1858696,311037251,195
PqS3MdVrGdE,405836,121969231,1179
Q4miPKUyGqE,549821,345635316,1303
nUJpXgYP_BY,256371,3516091842,6060
moCFt7tD4eY,75552,310000811,1122
0owL-MLWf3o,266442,31272164,108
5AlyexBCPZQ,338463,1678285369,7570
TvPJdeY_Ooc,490710,769463661,4871
DDOArKyOTDk,403350,282277275,899
BR_70kCCpMI,1346930,5597837548,21955
ouh_CmvLTuk,105481,687002194,1474
DPYRZ7U6Qp8,497348,71772087,754
OBT7EwD6Qo0,436702,30409596,90
gtmJeBnaD6g,62550,2641459800,1384
Hx74IemdWhw,1188288,208429421,1366
eRopfjqvt8c,313757,2034977130,930
zjkL2JSsumY,222850,6735079,20
9IClt04mYVE,320146,161001682,710
dbTXXBXiJbU,64253,147739774,878
wrUY9sD9Pjs,440109,107441410,445
ybhP3YXbKwI,156953,102074058,376
fZEC72nZvOI,104628,481360043,1493
ri5g0nedxW0,354086,227050328,601
m62vVIAi81k,134522,28682585,527
NvS_PHHV5RQ,360407,1689116692,5575
ja0hqr_cFZA,52082,573544036,1278
MQvxxJ6f5O4,602851,56146788,457
sdM5T1pXx90,1029341,8266446000,39485
VcARcyRP9hs,1037082,524053822,1468
m1alEivEeg8,118485,245564711,1045
KYQ1LOd8t_I,47343,160676683,595
__n7yPKAZ8s,604530,69724443,864
TEhzvkDOPfM,308427,118367672,851
LL4dJIAcp0I,55906,100169372,506
jHh8StH1vb0,46363,516746048,2865
EtOyxFknzkE,33197,168366466,483
4FKHLzbOQFs,151983,366580607,763
1SviNvyB2EM,180407,432791471,1031
pWIk65nbXRk,126384,262413146,3390
P8QdPMWveqg,22364,755826651,1553
m_sqxdMFPJs,87776,141680746,855
VIbIMGlKAtk,76302,435178009,983
T7_tdfsnhwA,639852,2183371590,5237
5Bzkau5s508,98784,419941165,1533
pZxqYStXT7w,18701,2938889067,9135
p-sm8-1G-rw,73727,1025129821,674
j2cc6PE5tM8,103889,374288106,701
Cvkh9XHCkhE,37449,175963604,1371
QLnMKLOjRBk,37229,436434013,1431
P-WOiaG_4ew,75831,390789792,2276
kKi__Q0Zj1w,1148306,2814367104,16958
ZrvcO2vZ6J8,137822,111498225,602
UGPrHj1nPt0,1597478,49215994,186
JnmVzURMjLk,476917,77123209,337
Is2qjKRWncE,44447,198035062,879
j7_ebcgWkO0,186157,105985155,251
re2hBp4XSjQ,1126351,95089925,453
Q7HO0IZCafw,55897,19120900,78
h4k637WUeCI,163615,204207005,3813
o7_Fciz45oE,662240,56648210,769
