video_id,view_count,video_size,video_length
qmXgFbFtUZU,37985,167047220,524
MrsUIZayJ-A,81267,439290759,1361
b8Fhj2jQ4C4,289857,553737397,1645
PPfWFDjCuH4,81944,201223745,1291
mRR_b3gCTik,63316,520045215,3755
klm-jzu1RVY,73961,106899694,92
h6SW0BhEp-o,88823,412119297,430
Oto-3jvWaCA,28113,219799806,751
rl4MLyKBvFo,452582,194351729,1202
LMF_oT4V06I,291513,145057053,614
Zje6qEnK8uQ,80989,14737702,127
DUjLrq1ZQAU,40901,82608425,243
Dyh9xS2IfxE,39212,83665978,293
UaC-46DQlnY,27699,16561553,205
HO4_ly6N-yk,100358,513664332,1981
CT_RON_DFVA,61496,64836189,221
0sYaEB-_pwg,83444,121489333,732
wcSe9HzFvtQ,449337,557333591,2265
zU6FNgZYeO8,32823,513225005,3379
LXB_dZXbPDg,33611,362377058,1556
gd1fBQqW_hY,65066,331734009,683
vun2-u0Pqig,140866,486317740,2454
XUyooyE9CmU,32559,298351996,315
6vTiQuoAQQ0,264145,519796938,482
el6EzKbzWZg,83304,43526087,262
wULaGx-sl1Q,3995413,242958575,206
9Onnyfu6yvo,674741,35251069,136
QX5_5HhnhUk,2093220,670430436,1294
Kw2MhVpo8tg,892873,383477508,3054
jiDX3wIdyV4,737370,2316466253,2532
iXC7ZajHwtA,377326,134801747,629
ymPVcXLdS7M,124528,1227526169,6146
kaKPKHrlkPM,589630,1068852534,2300
lMJuv0yk2n4,1939927,17978357956,42440
g5idjxf4jHI,3047216,136593382,229
brbhBSeEtuQ,500896,493850922,1895
A5H8zBb3iao,4151505,368799640,227
gffUamzCtKg,379917,336151820,1692
cFreBDYYk90,82980,47151359,285
m-Mnv1bWoGM,45201,124949334,2114
Hw7iB-zkYrk,221242,509250374,1154
yjX7sTcTejQ,291027,1418424,40
kufAJD5_Fq8,516115,90382658,485
Z3kAZse4xgM,3374134,6821555,30
ujPC9nzwMsg,323017,165845877,1127
aSmp6mpqSUE,653252,322255468,1202
vKz4fWxWpZw,926594,144276685,769
Yb_W4iBR0CQ,178640,325803214,1604
UaFR6G_h0iw,334304,787353587,4694
Ek80O0keOfs,701698,145955674,586
3j5r06pyHk8,72525,433541380,1441
6PuxriyH6Nk,69280,22928148,321
byq5jWhLk8Q,275228,44280201,183
KzAvZLFdEJM,2012042,22547007,90
K_YHOhm1hcY,1038464,53364033,365
Qe6Svs0M1fE,197845,368250074,1486
O6B7X6R0_Sg,871070,529101523,6829
d3t6v7Aq1i4,201378,864016324,2539
Sugc6TowtDY,157891,292100208,1783
oeq3SktZ5qc,1676459,50733053,100
fmEO0HX-2wY,62047,870401071,6499
-c6TMmsLCxg,539735,33766963,303
WcRh1OBUjzg,1722056,119722060,483
Fn6zTJCEsuE,209403,1223271520,6537
68b_Y29ACpg,77794,136082945,551
a3IswIhxzCg,247323,12981429131,34555
Oj2gON-GwTk,80758,166430494,481
7KSNaFnzFho,221750,129850015,628
4QUxPkL_bcs,54993,396879663,922
5mQLk-UHkUg,518581,139008571,918
6PtP2chWDI8,710989,237428633,733
sA_kgOd6Wss,37075,239060163,1087
HtYdPl_Azi8,56908,23886078,565
yiKGRtD-pgw,88629,209433030,671
r_N7lDpXuSo,144306,55173180,171
dDedmcUr1uU,26760,241600757,895
S_NU9c5dmmA,241297,1006750623,792
yZGVrPLuh08,471841,1888361009,1744
YqgbgskI1dM,255840,311338913,1543
saXRhtTUMOU,30000,288861450,3144
q_if0yGf3Eg,78034,1266995135,879
KBCcWikdHYA,42890,662769798,4921
bz6VKHSjdFI,280554,1656126380,8698
5EkXRMvYY3g,40173,7647228,45
jWL6yTUkxUs,26145,1200611337,1976
7ADZKigmswg,200332,521212924,1482
GWip5SivHwc,121324,176920906,1042
r6b7Xsqp5Oo,49138,206137908,644
R_DEoJ1N65A,74479,700728118,4287
hFdHvsVDD5g,385259,83892832,542
--smQkLRmrY,148930,1813266,15
lpM6NE0prAU,107629,312110240,1395
MUGrGfhxCmk,181372,274105795,1308
XYRUbAg_5W4,35734,36927614,418
ujnDP8inmvU,138621,1135346824,1213
br2l3zxK7uo,932559,174274077,1412
gLQPMezhiHQ,498339,401612372,2639
rQJfTyRCgnw,221685,105033208,351
eIyWuL9NldU,96725,148762003,434
JmgFhRu-bGY,229023,94540694,379
qo4Afejnup4,134676,182852654,714
9dpr6eWETvM,336785,245688324,678
XSgTTn6RPAA,135618,456974690,1535
ZDLM5Y0yVIE,32282,50655644,200
yqDXuJlKLv4,37229,19472940,125
4QFhtj8HIDA,202941,400444230,1135
UUKkrqhPqhU,71542,151053240,745
2Wgw_K96GB8,53739,204357931,655
EhrDBPL3f1I,644916,221160619,666
puxnffJpba0,415267,1652677,59
aCfDyWi1_-8,234151,304379725,544
uZtWKc-WUt0,170932,72055366,297
eFGfQZRN89U,878402,31527211,199
cxAOItmcpKE,280339,528260124,3062
yQUU29NwNF4,2108303,62338090,212
gUuKHtHCB08,425136,86878802,628
n04h-OXZOtY,141687,232413074,972
cnPgKb6PyvI,166559,351871220,1676
lBnWbKLear4,246224,226875140,1378
_v3lW77ibSc,704307,1753265620,980
YZCtKu18dwc,453244,1411472647,4344
hOyVfmoQTds,65501,51417473,175
HtxVvFf58h4,72362,164507571,659
fiHDpRmM05M,69411,1071874930,2048
i5-xvu0UDz0,209856,83525706,564
UmFCLRqMkCc,3397633,25539186,125
F7--AtmrPQU,38093,298008953,265
RVfvMNy-fJ8,1240019,17246001365,40950
xxUSb08ADUA,260922,1811704763,2361
d7sJUGuMZcU,4154122,60149536,254
6L5qHYbUmhs,66507,422817069,1729
2PnxcKxRbrE,63630,1397895948,488
y1wLW360z14,35966,97371352,455
PARaghXy1tc,245015,228542943,889
-YY-PqPPeAE,30107,332785642,1694
r0g9zVTgpzQ,26301,59443784,685
Z5dp0DNleiU,185070,205301570,1175
fq-3dEQHi34,185994,762942376,2525
EwH2tP75vtU,296251,155978077,605
koBOz2Tb8G4,88252,119892849,794
q7v__HIhny8,36926,3266801734,42896
Yb0BFfygDMc,71468,187392785,639
9coS85zO0ec,151811,731315606,786
BPWtrHhbVIs,1586880,7914290,67
b-YpXfhRSfM,189990,89895114,510
_g454x-eSSo,467644,1030747535,5965
Qnj0AJwGtks,382972,93498007,382
HVHc3pSD37s,104428,425221671,801
B702xNXMiRk,370675,194413102,610
ql6insRuTHE,47397,153548426,481
Ri4LrHZFLqM,255291,137286252,1045
gswE4e1AUrc,136784,43217124,202
OYptVuh_L1c,137612,52237089,229
C0woLCvN_Iw,174896,42856069,145
aULnqwGmozI,1831720,691857821,538
PHGK553tXgQ,235917,266328303,667
1ZrfhOhGh0w,356802,228427161,751
IlIgfCupNsY,97893,232507030,843
38SzWBHHxU4,207635,703705818,2258
AqjH9IcooYg,128063,584550753,1696
46Eta7g623w,92220,339382446,859
3Zi0MYQK5k8,96259,232530726,2340
CIEFRVe5ewA,153216,272282346,719
_CJB0RKve_I,34668,795033827,5341
K5dz7PbyxgM,73974,5901908486,7720
BWaOrXpZG4M,134520,29619521,189
-OZrWvmYez8,110323,363513866,806
VljfLQZ15Fk,132816,390734873,1717
PfLpDNJAWuo,168571,358035469,843
ry9-iKnSq4c,92115,162176435,1246
hmn4gfKnRxw,985473,2092909840,8743
B68D_ao_M1s,458455,328139942,1457
qHftWarUIzM,476314,144294336,1107
eboZd5aSioY,1522894,1044759237,1277
LRWpLcqpkCg,3102350,285234944,1618
BQ7XUouWuYM,81638,24741286,158
TehX9_yQtYU,814939,240458608,1290
AVCcGgvYo9w,349840,1244861547,5328
1RxtNtRiOqQ,812974,410925621,363
Ns93AZ05pS0,86237,590437629,1722
OVP_xrNKKZI,159147,1657605970,3793
qSqbBKqhBms,37218,151489410,631
tgDGDTbPYBg,649906,957966193,1340
aZtCpLT_bp8,283687,764743540,586
rIIyjDkesic,767774,33236324,168
2QCZZXOvG0g,391302,359178898,1184
KA2y7C8Xufc,288261,509717577,1407
FUsTco1kUMw,1486360,692061684,1928
46GgBJcvQLA,105442,416248748,2718
hr92BP9DtK8,361479,22284766,220
RCB9WSKAZDI,91722,809885064,3709
soCmD9b4ros,2026118,26318180,171
oATTApvoY2A,147079,97344495,515
sn_NolstN2s,227031,417203117,1369
JZ5ERQa2aIc,83831,575914628,655
7dGyByBz0u8,178336,607827314,2894
wZ6rh4MTtYQ,41924,153791671,196
ob87-oBnRYI,179963,113408966,856
vZkDnYA09r0,88787,359637093,1259
FKJS2-EzIJw,191400,14814653,157
_Kh55AuPZUk,1440461,282346600,2076
iAE6IatStKk,66967,26355687,143
J9F3rotGcio,913069,904394895,8648
s9QU2Df6AXo,59253,491718980,3190
ufvhfFS_LPI,962679,435814306,1318
0jmOgHVJ3ow,380808,93165902,502
f-g_SHNv5NI,979488,46815866,232
RI0Q09_ryMI,148491,140280086,588
57bNHupO3MU,1130674,55842070,237
wuksDTGyWwM,201810,189219594,1331
jmp3LFJ6sas,129812,345998133,2950
xx5xisFbr9Y,46259,49485246,210
8JrpOFWczLs,859881,377866744,251
JtZEhLj_i1U,201564,235052447,918
ayE9H2_7vN4,37584,167582433,674
Ip8AbVhQTEA,245055,187876984,1019
n5uTrosrVhw,273027,45572403,196
Xdo5iYmBBtM,43016,1002285359,937
nakozUjAZ0w,40554,543574790,2608
Hh9VHMVCXpQ,165522,315338350,1280
T42KMA1TwqI,449123,606472842,594
OZln8xJxNVI,171599,53636336,232
0_BWwckgSIM,65335,92746346,455
kvh1pn0BPw4,107912,625552,17
3Suvogor9j8,27324,104894352,502
AknjZC9b-xk,594246,343301800,1129
KMBKcPGI8hY,45079,106640346,550
17G9JaFiw5Q,552148,409205797,2822
RYmT9URJQXE,78966,106838194,622
cYxuXeRxzR4,76617,230455822,687
JaAm-0BBbmw,3295593,100720808,342
C6YbAPA_h98,178073,116381695,557
nTuSyZpocdk,464784,186096307,652
jETgLxPx_kQ,418271,234290034,1316
ZVzFGttzPWc,212196,10481711,71
TjDLOnGzrq0,165465,13842854,45
7Re5AZrwA2g,149562,72495049,569
nOqted74TLo,96885,6775749,163
EW0HHfvIF1w,36173,369990591,2493
gs6RtWjJGzY,556797,259130580,2748
1cntTLMCQqM,70797,253184000,1379
c6lD0ZyGbm8,61565,157164069,755
3BYdXnkiRAg,90248,211035484,935
BMaDHfJBLNk,42814,128671961,546
0lH7J8PilRw,96296,288839465,802
wlkUytLcDNo,22177,52808408,216
ByQP0o6fT8s,34414,66696407,831
_PJk62zVIHU,350266,306117479,1082
CPYAuxCWVuk,120319,191895953,843
3CesNHOxZZU,219677,12579568,134
8IlqqIxEd3I,144275,159990338,647
u7Pkd2u0Aho,162539,31219811,230
SeBHcEeWg_k,205465,243943141,702
CZPcqorYqZE,68913,129376754,570
AWpRkOGILTI,192592,27180803,197
OnWulL_7XM8,47555,147298720,643
P1mwD1oKmwE,160544,760976446,564
oZI-foBwMhc,71522,105330235,577
xu76vPMEBZs,94570,775809474,3239
fvKHt3BBKxM,73755,49891923,432
syerwoKKllc,722944,414219228,2558
ffu8DfIsPyI,888578,868229208,2261
sIMjXyGuk0w,2473249,472377718,1363
t9ixShpg_yQ,241865,269964109,1311
K8My60pMvT0,97704,65187758,234
D6r1GikCEpM,378649,17085589,127
AK3hfLjhahg,630535,486292374,3522
ujdyT9bk2Dg,104705,1299543843,3155
qoEUEWCtKZ4,684206,28979887,160
J8fQMq4T8Yg,1853302,61994582,228
3kIJpdXAgdw,190822,64304821,102
0uQsYrLvzUk,173408,703754840,643
aWEA4CxVNtY,33259,511297916,1407
vlCxE5J7Mas,128217,210087793,814
DyH4k_X_-0c,178390,33310156,157
GqXyqm3n2ww,165242,125291671,610
U37C6GCuEfs,65108,101421515,976
QFy6DeAXULk,251181,84176252,347
Z_QnlksEJ9I,538763,332475158,2455
bfMyuP8ctgk,41080,227133391,729
zTjZnUHxDbo,94767,597397643,1134
gltNjebFzIQ,63461,12859190,97
6-qcgg2h6zQ,782446,96049138,493
VjxFZHfJ5qg,281402,66036911,280
wMdxIvesC5o,109165,112917831,619
cOHfOBQfYEE,511052,12490830,73
2mf4EtGLygk,300840,325513896,1558
gArfgbSwnTg,216112,7080231231,22580
Uqm_pnk9u1M,46741,421157423,2708
zJEryXQoEus,84426,265572710,1562
dzODg1OALRk,84346,450095263,2119
_cBYMY4ZTgQ,343942,546570077,1839
-SNRIEYOJ0s,649752,1233005696,6315
bMf-TZEOJwI,72759,30220470,515
JUp2tnPNBjs,148406,17055918,164
XIzdL1TzaLU,2306512,3381031,19
TIoeUJr6l7g,26210,188829339,909
1inY1P4Xn6Y,863742,381056695,213
vA-N_uF2vHI,80281,133825294,806
C0cdYXpGAlc,178114,172228611,1680
1HHm_ngLofk,177466,447568761,1105
rzjsbJ_xBQU,685468,587985951,1191
bl9gZxh-HGs,142840,180845627,729
HbTBuzFvZX8,121160,133530755,786
Sl9ac5BJxfs,190256,126310405,1611
myqVY5942ro,177051,107188527,225
A4XL7emlph8,84527,19140835,326
eAUPKJu5zcY,60267,540097092,2163
6fmhYp4Kkh4,83951,203931811,1146
lnofkn15bJY,35076,1116223080,2252
NXyibe5gtgM,93986,98375861,381
XBQc7OpKx-0,90514,280865483,644
fO8PfUqf9w4,196416,782635254,644
fK4t-0F7J2Q,39454,181277214,1156
2gRrnbtsFdI,144714,110718457,638
BLIKVYiOSDg,45034,5908656,50
AoFxdrniwWA,70697,610172987,4241
OozWfp9GP8k,134079,890150366,4941
phThMQZ3XG0,369794,107578974,725
zq2FDrON148,146907,604269533,1148
Dhgd9NIaxGA,102944,544897906,1472
a6QT0acJFQE,11038998,315255042,221
On9EgJu8pjU,29214,723726592,335
CnQAfrGffdQ,270005,36353067,364
7B1MiHJKIlo,564965,58340286,222
l-Y6rtICc4s,126236,420692800,1416
rwD6tEOgxzY,260211,248297852,188
o5SQIECedTY,454012,42700114,280
5ZgJvG57C5o,76495,26306810,489
nDOsyeyeVXA,44134,96775904,623
WaxGNYgDuaY,358650,187983235,662
AEbEnD9Ah9U,68304,78009299,619
035_Taw7yHA,369665,129501875,697
yLRCki206iM,77162,50704892,317
IQkE2yfcZSE,91731,365641369,2332
ydXH_y0uHZU,471206,904568900,1358
m3enu215los,97980,140092826,546
cW-TIW6fOR0,1766757,1095276744,8143
94-jvyZhxS8,58321,101333958,670
IqOtlUOxd8w,45037,8018737,53
DwtRHR-VLv8,162301,8574513,91
2iEgNe6QqVI,135507,7144831372,16986
yr3WJxswWWM,60156,68372897,229
MudB6XNKtTM,178484,249278275,1449
skgaLZUE4Mo,249402,37417164,592
eFuS6f2sBuU,147276,20537004,154
xev0h3wTY_k,121017,467209322,1399
jZ5u3oRKE60,40668,138299256,544
fGhm3CoD_U8,1522630,42997028,308
8seNjetj7As,318488,2396713615,3191
RRVbIlTTYZU,25463,590897326,2440
AOR5uQDPbJ4,66613,76393993,172
L8QiSn5yHxs,43725,46698850,294
IR6cEU7IPZY,203962,96356530,658
03_yycQl3Jk,203725,248445629,921
VP4HFcIqHFc,1742543,57826245,191
t0PM2jKaRpw,39479,81756407,993
HQDbe5WwDyk,152122,29248486,220
hmZ9cAF_iJg,172987,36375389,207
ZORjXHp_dVE,23442,134538995,591
GELesvcrIcE,253948,388981003,1128
xvynsf943Y8,35993,213669015,1035
0nPGqpOh5n4,166472,246846420,1178
EAGI37mMewI,1481548,7668476,66
zPKERSVJ-os,295553,1489683454,2002
OGx8dOKQrYk,642787,1148654391,1585
C8YINZYP0zM,142308,178106436,192
YhqK5XTZml4,329927,194369407,653
53jHfS1zqGI,1738080,870022385,2633
8Mk4Uykq5I8,181390,5676806,58
g9DM53XZEi0,99068,5433998695,5997
uinLqNq2NK8,125730,55007716,648
HwMy_YkbEqQ,259807,242004165,1065
5ikLrtIG2ik,220085,259378627,838
1OOgGxYYKP0,101791,167279296,256
5447Hny7jgc,70653,765984530,2510
STwsY0VaBew,384632,306085569,1930
oLH640zIehg,162175,55568708,97
QWRjfrWx1Vo,862172,114107710,178
Im5wsoG071w,576528,609665925,3786
r508ItjXR0s,206489,420333221,771
Dfb0-Op0WyA,206448,75148009,334
auI6G-DE_5E,504457,9973557243,5680
tFJ7kg4n_9s,101938,26973862,170
ETXHD770-c4,167544,105364190,616
18yZgID75AM,477670,154583785,1885
HbyanvuOAQM,40328,2110825857,1605
elz4JW8XfmY,103815,123869121,603
ePUdgQyiiz4,104576,587164695,1368
QZmIZCF3t38,258608,21941320,110
Z1mcHEno02E,326001,64463333,264
2uPtvyVcBuk,198560,103345516,436
Bq9H_UmGKzU,442341,762566159,3826
oRY28rHl5Es,130879,2157088205,5010
GGkg6lXbOqg,104221,30461015,212
bdsIcbPUKUs,575486,59575993,295
-JLG9Fov3hQ,45793,382078139,2726
fgiuRDKs8xM,166155,5236885,179
TMkHTNdVnmM,147087,9193452460,20955
aZqdxP9cl7E,119045,16174131,133
SfLv5MOVhmI,93539,233007599,1271
_aSI6uB-4S0,128877,13803996,109
u23ubC1qKfQ,94457,18644798,453
ot18OgXomOc,267491,290729647,1423
UPvShrHl6aU,3129011,83133689,627
fqF4_xjAC1U,38450,68057532,277
XSi2L5IpO0I,53251,1322833314,7015
GjPe2kA8n5o,686322,290767536,1495
XjN7KHR1oSU,60544,80092554,894
kqHneihIxKU,33372,491533510,1286
JMG_VHMmrxA,94990,667159910,2529
TMpTaCzbDOQ,216756,484771664,3897
1h3Ckag5Epk,189034,460786008,2334
bRpQFy536UM,187834,170837029,1122
vLNPjM9hqsA,588014,423217305,1202
Ha4cxe0DYoY,358392,985012550,6074
pYVIyBvQV7M,98092,823909160,2683
oo8cvfnw-jE,58738,84671579,207
XNNhLjdbS_E,67902,287269144,1218
wluJH71bSU8,74050,116940753,405
a7vFo-OKXEs,38168,465004626,1830
gG-dRZ5BcBs,25661,23783130,126
eblHEVXEjTs,43095,315207298,692
fk0bw9j9xC0,153380,274134959,858
vOOp42i6rEc,241382,94060297,852
jjlgBHeOH34,282578,120838257,677
4TUf6IdfZ9s,225683,540967276,1455
16VxMbxVaVY,66557,77399011,444
Plr2r-vTQuI,77204,506926903,1091
nTVUlCXGpYM,46109,881437818,2316
2jrDPOQgu6M,91552,441972100,1322
CBYrKGfJGMQ,161688,360917566,955
pCpDRSLlQq4,631748,278441585,1476
r-QdlCYVN8M,30557,375983562,2003
7L5nsg2eqQw,1738177,493848665,7915
8Twx4MX4nzQ,40286,1664430833,6113
D1IeDyG-pgM,824141,31415424,251
DF2PXo9qI-A,58780,436244095,1297
XZIGuIxiUp4,71234,226489144,3548
mzO4mWmvwT0,395165,187681353,630
rZGFZnl-L6g,34355,78093749,902
BJyPTjGLVJk,211865,35011651,346
7n_8krUrfyk,223719,26217409,249
inm_sVPwoM8,188979,233317867,910
1IdMXwHZR8A,164741,357549207,2377
ICskU1FUh7E,136601,658564551,3489
lKhb58TZXXw,42810,283706110,811
f0FR7QnF1cg,38269,429083345,2668
P2iWrUTHKOw,76484,792899776,4454
8zs_K5wnqA0,345900,75782818,615
fJFXo_Tcjrw,229161,26571120,223
sy1h6z2tQso,43025,237209236,1264
gBzJ-HDTA9A,153780,105461600,744
3oa15SskLOY,51724,29688165,241
4X6SwVLVM2o,62277,130664877,661
RvcP6V4h_q4,6813098,49823933,216
5vVoLmjYlq0,43085,157413021,803
Hwlx8Bm64SE,317493,70198765,740
13H7dx41IoM,346539,589777354,1375
elHHwmsUz7s,62671,849014908,1594
sfsJubQUGN0,74539,235345783,894
dKXY3t1Fu3E,121359,366475816,694
BRcrRacOC3Q,155733,103250183,454
QyF4tvirt_M,152800,777686944,6065
B99587zU8RY,847370,63344347,615
MWjHTxNrO5A,400277,249525335,159
SABTpzE-W8Y,3047621,1057549028,5516
aOnp0kfAr80,467424,169934201,219
pyIx75oLqE0,2426039,521015273,1378
oLIubxak_kU,1008267,595304646,1758
qO7U1jbFkrQ,289580,338781817,1637
-Kq-KxgSbxM,423583,26154661,214
hsBt8T9dzRc,182313,193822857,628
iIMoOFZos4A,178217,443225226,1307
RPozSbl_VCI,271033,333019857,3563
nVYCLwCYuS0,464436,1279714566,7537
aVIugkLLi5o,64307,4335607134,2550
MeQJp3eWFQY,222467,802323504,5105
8qKHtQb_CLM,1319960,731524507,4331
Qa6XIEj1dqk,148260,272936065,161
_8fnkWsCYxk,1454398,616397634,1199
OpPBo_aJm0Q,797420,911911572,8371
sgZjYMwjcYM,59783,94953521,513
ho3wN1yICRQ,237873,9960661,162
G6nFyeqqa4k,199115,62429606,136
H4-M69ymBxI,29292,108789346,480
F04jEzc0rUk,175605,253241100,220
3fdjqdW5QN8,120336,1452449642,1476
wR9lwfebqEE,560925,212879084,1266
bMCyuITNhto,50227,261656200,5530
eGbIJX2aXtc,63886,26974028,141
kGV5V_VIVc8,503971,61085821,173
FBViGVbM7eI,1364022,21253237,248
VjjKbrFJoxY,1724827,67178141,414
Dir_BJ9wWzs,113953,121234282,431
_Y6B9HVZavc,365142,42695729,393
4UJp1lss6zc,24129,1517206350,5101
PL3614sgE84,141260,222136260,994
THwVy_Dq2dI,266662,149346902,1267
akwMo7EVWu0,138419,705741513,674
K1caxbWpgZA,549631,193508515,206
lQGNCCMGZxo,68169,26560777,251
EccTAMn2_sU,269163,35769704,203
QsHg0WJOZFY,690290,11197242,60
zseHhcs8JCw,89588,97986560,1859
Q3QPd-Kh5vo,142044,1472556962,41664
UzL13e3fIVE,276995,252653113,1110
Q3lX6MzwKNo,55382,720177061,2341
49qEK8-8aTA,100207,1100879644,1454
S54kOMXhCIc,72478,100791214,556
9Oiq6dh2R7o,68864,586671146,1337
Mb_9NpFVsyw,27513,23307655,83
p8GdpjsGmfg,94417,942843509,738
NLYWOj8MveM,2303168,1356562568,3042
ug1wVC8LZ48,307815,1296445270,5236
fW7J7RQNinU,29589,161873626,810
pbyjMLUn6go,77486,76240939,308
1fYAV5yGfgY,41277,244549820,1173
u656b48E_bk,47483,242424525,1589
2qD5E5V1ik4,37694,748608504,408
H-_qv3gioes,639885,39571522,411
CbSKzybIsHU,189213,497949731,1489
NU611fxGyPU,3521580,33662897,174
c7rw886n0Uk,181967,4225582346,2379
MkEAuH55hNI,70999,80650873,516
je8MdFq9BUQ,76285,55344997,246
e_WWnJ2JKL8,424152,166616781,1437
t7lkTNjGYEc,66199,134649755,412
nHuhH1xsMj4,550989,530014444,3785
KlVWy1wGhKY,75692,1032194775,2372
eb51etcUTT4,56769,91183454,618
CC6Ja2zsmFs,32097,487724135,1932
PTwMyIZ91ds,30672,127347186,739
7C6ONNSE06k,222104,253880553,920
bdr6EBc7Cmg,108615,353480220,1067
d4L7vJ1EUlE,206253,1315077173,1762
-e12huqoR94,80354,520242917,711
7_xAbrN-vAU,64084,95276833,428
hFqy1IT5Ttc,95435,140331227,602
epHAB7ckkDU,70983,598311601,1199
6HHjG0kIZmM,54149,577077669,1727
CPd4uZEh4bM,368863,1254470802,878
Yiq1llD0o0g,762967,108453089,480
wyFD-eo3qic,1542384,769903810,738
GBTgZTcI21U,332502,78783217,727
hmMPB9U_QMU,15667667,41194663,239
9kXGbGqJB4A,359528,449703049,2070
Mv0wVIngKxY,29261,239538433,597
fSMCOnNqKa4,59923,121925604,612
8WZxqnXlc-E,74853,83697133,481
ZnYk8PJGdHQ,331819,954945538,3675
zsb3GinYfds,77900,251414690,958
XP1yFneyk3k,58850,19153728,137
qAiUXXpgV6Y,37808,60655855,524
T3o6TijgjYw,399045,506617970,2031
NYSDCWZc4Bs,39379,377110914,2465
GOQpr67d298,177507,119882484,422
G06Gi-U2TFQ,50878,3584459,34
Z8IlVa9R87Q,1015367,70717545,339
65unZABgeAE,62498,361775676,2717
rCRu8VHGLbQ,194657,307258859,945
jn9yo2aC0xM,232275,1048975387,491
mY0T2ci8Mns,49418,12264957,55
j4DpfKl32rk,6790628,151609984,202
L6xCbyh7hcQ,1436136,7636019,49
oRgDyS0yfvM,184430,2680501,60
6nlxPQwuqqQ,197672,194074727,800
VkWFAoeJLUI,2859956,53283436,197
0iI13e5N2DM,1460352,815362064,619
5DalH7xC6T4,1623500,971706836,1334
hAOAj74f3Ok,1462184,58866340,350
ujAwIMqqcRc,196258,248722606,1110
712l4v-M4CA,587832,1114894,19
VHfpF0DnJ0c,212614,602142720,5743
G6W97pj3NP4,414825,226298537,645
9GgU2X-pVHo,215941,196777193,635
mxuviHKVMY4,454461,83027562,540
G_GBf_ec3o8,200838,203906148,1050
vtUkYIcB4SE,359207,22670815,219
EVkocBqb9j8,206155,501932202,1539
djd39EOqvdg,147907,70962780,272
lQKWZkLcZ08,140043,1051070114,6500
nvOaI29HZF8,66904,937146837,1475
mfltiXrgLGo,576509,236737233,1064
Lazn5zekh_M,275048,509593633,1479
-ru6uqB2M1Q,318730,738318076,5025
xF8-PJOCglI,31295,1161079504,5981
lsvnLK1hK9c,89042,83751852,582
cZVkS-s4EwM,359613,758938636,491
sWu_tY61jlI,150625,632816720,4385
jL4Xb2R9_jY,490176,41179536,248
fBrj_46AKmU,319372,2187274597,1253
1NEpvYYeCes,35376,1426466812,823
jzGKh3WLMyQ,546476,212225941,637
pBnQAqTwr94,91892,422208275,1143
0StJB3jqvsc,965195,99350989,566
QM3DJgYtPfY,1338979,755154636,1895
WW1BpABbzHs,3083242,393578474,211
2OxWUAiyV3Y,361363,401481567,1354
y-OaoqNGlpk,243793,472024698,2659
pFGqIAPVWu0,94158,355181454,2291
BXfy0jxEbVI,30092,46304773,299
tQdkqrO4-lU,139064,276025470,1205
U3vgr8Qa_98,87018,1153801290,553
afpn6skCDhA,756272,102880974,213
ipIz32nynqg,21183,29961601,127
P7nF2ABHjK0,93189,276668439,795
UaIC-k4dMQM,89226,1129239851,5403
5oM4P0FcTiI,872908,458735318,2157
jPb_zhb5D4s,53161,55327596,167
ZO7b3dXAX1A,225237,62617826,509
JMiGRI4tCPA,30721,32514424,197
ZwVBxkzl09M,100437,267190660,1054
c3c2ZDEkaXk,37243,198734143,1165
A7TrxGecUco,83848,151376771,602
aJKGaCRrCwY,127265,39376350,297
18adWnQpwPs,2085542,30296981,174
NUsBBadQ58U,69174,346188398,635
2ZCzG8Au2Ho,107203,5538993744,17985
InKp7CyzrBQ,65801,468605555,1472
a7PGQT0l6W0,510455,72023394,217
Ztqv11t7pio,38601,197044967,873
A4zAeY5lKvs,238311,66096482,713
6GtU9ZKNcqE,111362,200370750,647
yP8tKHO5QX4,124522,69803906,346
c1SqWRkJ2I8,58483,99541052,658
ffZBjCS5tV4,111889,24735168,135
ZbY-J1K-CN8,237935,768768570,1341
kMaW7BkqWFI,112706,71209587,322
BMA171qWYZk,551173,357448948,188
2axXOQ9HVnY,84017,41699116,329
FtG_MirACJg,134868,711049898,3062
D7Yuxg7OdjI,187285,236618197,1281
wSRiURAb67g,688433,50402173,176
5GhY_Ae6xBo,147579,578038048,5826
6Erwh06OcA8,64776,547090804,1122
rUAHkm2nTRo,592278,368143562,1833
HyoQMYv3hQo,40317,627482792,568
r3oV0kd1TlM,446706,955021290,1290
s0BV4DSqWzE,96205,20164508,133
0gZP7kcsmwE,48694,160009578,1074
UeBjsc2SLzY,655752,3188850165,1876
lwAmXxcFJRk,211155,1098877726,4350
R9ljF8ERjBg,1112970,633417999,8915
4j6pZzrOUVM,20618,3233181818,1558
oW-MWNIjy2s,81296,168052435,1409
LbyNIss5LfQ,42636,31156736,169
e1UvlHF0FVY,360907,102586853,655
JORe9ADziv8,868431,367368703,1380
WjhHc-fct_E,188199,210956368,303
P8EzDCM_0H4,253674,8122053,61
785SNH2VNnA,111782,118714147,352
0kiS_7-q2MU,60793,21283387,167
NdBV4CSey5Y,52289,196630672,732
Fg8JcWU0KSY,186832,56372604,212
_-2oGW9msXg,1143245,140030766,267
j2EqjjR1mpI,53438,213414416,525
jypjEHA5PH0,230829,189258624,1034
